Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
12043,CA,Electric Vehicle (EV) Charging Station Rebate - Southern California,"The Southern California Incentive Project, funded by the California
Energy Commission as part of the California Electric Vehicle
Infrastructure Project (CALeVIP), offers rebates in the following
amounts for installations at new, replacement, or make-ready sites:

  Project Type                                                                     Maximum Rebate - in disadvantaged communities (DACs)                        Maximum Rebate - outside DACs
  -------------------------------------------------------------------------------- --------------------------------------------------------------------------- ----------------------------------------------------------------------
  Direct Current Fast Charging (DCFC) Station - New Site or Sites with Stub-Outs   Up to \$80,000 per EV charging station or 80% of total project costs/td\>   Up to \$70,000 per EV charging station or 75% of total project costs
  DCFC Station - Replacement or Make-Ready Site                                    Up to \$80,000 per EV charging station or 80% of total project costs        Up to \$40,000 per EV charging station or 75% of total project costs

Rebates are available on a first-come, first-served basis, and
applicants must reserve rebates prior to purchasing and installing EV
charging stations. Eligible applicants include businesses, non-profit
organizations, California Native American Tribes listed with the Native
American Heritage Commission, or public or government entities.
Qualifying installation sites must be accessible 24 hours a day and be
located in Los Angeles County, Orange County, Riverside County, or San
Bernardino County. For more information, including funding availability,
see the [Southern California Incentive
Project](https://calevip.org/incentive-project/southern-california)
website.
",,,false,71,State Incentives,"",2018-09-07 21:02:26 UTC,,2023-11-14 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",STATION|AFP|FLEET|GOV|TRIBAL,"",archived,2023-11-14
13389,MI,Public Utility Definition,"An entity that provides electric vehicle charging services is not
defined as a public utility and is not subject to restrictions on the
resale of electricity.

(Reference [Michigan Compiled Laws 460.10g  ](http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home))",2023-11-14 00:00:00 UTC,,false,49,Laws and Regulations,"",2024-01-05 17:00:06 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,https://www.legislature.mi.gov/(S(u4pv4negwft50p1t3b2ohjch))/mileg.aspx?page=Bills|http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home,enacted,2023-11-14
11613,CA,Voluntary Vehicle Retirement Incentives - San Joaquin Valley and South Coast,"The San Joaquin Valley Air Pollution Control District (SJVAPCD) and the
South Coast Air Quality Management District (AQMD) administer Enhanced
Fleet Modernization Program (EFMP) Pilot Retire and Replace programs,
providing incentives to replace a vehicle eligible for retirement with a
more fuel-efficient vehicle. Used vehicles must be no more than eight
years old and applicants must live in the San Joaquin Valley or South
Coast air basins. Eligible replacement vehicles must meet a minimum fuel
economy average by model year or average at least 35 miles per gallon
(mpg). Alternative fuel vehicles are also eligible, including hybrid
electric vehicles, plug-in hybrid electric vehicles (PHEV), all-electric
electric vehicles (EVs), and fuel cell electic vehicles (FCEVs). Funding
for alternative transportation mobility options, such as public
transportation or car sharing, is also available in lieu of purchasing
another vehicle. The incentive amounts vary by income level as compared
to the Federal Poverty Level (FPL) and replacement vehicle type. All
eligible applicants must have a household income that is at or below
400% of the FPL. Incentive amounts are available in the following
amounts

::: {align=""center""}
Applicant Location
:::

Fuel Economy greater than 35 mpg

PHEV

EVs and FCEVs

Underserved Communities

\$7,000

\$11,500

\$12,000

Non-Undeserved Communities

\$7,000

\$9,500

\$10,000

For more information, including eligible vehicles and applicable
requirements, see the California Air Resources Board
[EFMP](https://ww2.arb.ca.gov/our-work/programs/enhanced-fleet-modernization-program),
SJVAPCD [Drive
Clean](https://www.valleyair.org/drivecleaninthesanjoaquin/replace/),
and South Coast AQMD [Replace Your
Ride](http://www.replaceyourride.com/) websites.

(Reference [California Health and Safety Code 44062.3 and 44125](http://www.oal.ca.gov/))",2015-04-09 00:00:00 UTC,,false,84,State Incentives,"",2023-11-13 03:20:28 UTC,,2023-11-14 00:00:00 UTC,,"",ELEC|EFFEC|HEV|OTHER|PHEV,GNT,"",FLEET|IND,http://www.oal.ca.gov/,archived,2023-11-14
12566,CA,Electric Vehicle (EV) Charging Station Rebate – Inland Counties ,"The Inland Counties Incentive Project, funded by the California Energy
Commission as part of the California Electric Vehicle Infrastructure
Project (CALeVIP), offers rebates in the following amounts for
installations at new, replacement, or make-ready sites:

  Project Type                                                                         Maximum Rebate - in disadvantaged communities (DACs)                    Maximum Rebate - outside DACs
  ------------------------------------------------------------------------------------ ----------------------------------------------------------------------- -------------------------------------------------------
  Direct Current Fast Charging (DCFC) Stations between 50 kilowatt (kW) and 99.99 kW   Up to \$40,000 per EV charging station or 75% of total project costs    Up to \$60,000 per port or 75% of total project costs
  DCFC stations greater than 100 kW                                                    Up to \$80,000 per EV charging station, or 75% of total project costs   Up to \$60,000 per port or 75% of total project costs
  Level 2 EV Charging Station                                                          Up to \$4,000 per port or 75% of total project costs                    Up to \$3,500 per port or 75% of total project costs
  Level 2 EV Charging Station (multi-unit dwelling)                                    Up to \$6,000 per port or 75% of total project costs                    Up to \$5,500 per port or 75% of total project costs

Rebates are available on a first-come, first-served basis, and
applicants must reserve rebates prior to purchasing and installing EV
charging stations. Eligible applicants include businesses, nonprofit
organizations California Native American Tribes listed with the Native
American Heritage Commission, or government entities. Qualifying
installation sites must be located in Butte, El Dorado, Imperial, Kings,
Merced, Napa, Nevada, Placer, Solano, Stanislaus, Sutter, Tulare, or
Yolo County. DCFC station installations must be publicly accessible 24
hours a day. Additional site requirements apply. For more information,
including funding availability, see the [Inland Counties Incentive
Project](https://calevip.org/incentive-project/inland-counties?utm_source=CALeVIP&utm_medium=email&utm_campaign=icip&utm_content=webinar-requirements&mkt_tok=MTU3LUlMSC0wMjkAAAF8mltlItJDP9Tnp90ZuWazzbSAi-0jlvCK0dMFg84lLGLlCXygTmX6B-Iuv3-HP_wJ_T3oRTy7L66n3JvuqmQtn9Rh8MbZK8wA3lnn7RNm)
website.
",,,false,65,State Incentives,"",2023-11-13 01:36:45 UTC,,2023-11-13 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",FLEET|GOV|MUD|OTHER,"",archived,2023-11-13
11578,CA,Plug-In Hybrid and Zero Emission Light-Duty Public Fleet Vehicle Fleet Rebates,"The Clean Vehicle Rebate Project (CVRP) offers rebates to eligible state
and local public entities for the purchase of qualified light-duty fleet
vehicles. Public fleets located in disadvantaged communities are
eligible for increased incentives. Rebates are available in the
following amounts:

::: {data-align=""center""}
  Technology                        Standard Rebate   Increased Rebate
  --------------------------------- ----------------- ------------------
  Fuel Cell Electric Vehicle        \$4,500           \$7,000
  All-Electric Vehicle              \$2,000           \$7,500
  Plug-In Hybrid Electric Vehicle   \$1,000           \$6,500
:::

Eligible vehicles must be certified by the California Air Resources
Board (ARB). Rebates are available on a first-come, first-served basis.
Manufacturers must apply to ARB to have their vehicles considered for
rebate eligibility. Each entity may receive up to 30 rebates annually
and may not receive CVRP incentives for the same vehicle. For more
information, including a list of eligible vehicles, locations, and
entities, see the [CVRP](https://cleanvehiclerebate.org/en) website.

(Reference [California Health and Safety Code 44274 and 44258](http://www.oal.ca.gov/))",2014-06-20 00:00:00 UTC,,false,17,State Incentives,"",2019-06-12 14:14:31 UTC,,2023-11-08 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",GOV,http://www.oal.ca.gov/,archived,2023-11-08
13483,KY,Diesel Emission Reduction Grants ,"The Kentucky Division for Air Quality (DAQ) provides U.S. Environmental
Protection Agency (EPA) [Diesel Emissions Reduction
Act](https://www.epa.gov/dera) funding for the replacement of school
buses in Kentucky. Funding for up to 25% of eligible project costs is
available for public and private schools that reduce diesel emissions by
replacing a school bus that is model year 2009 or older with a bus that
is a model year 2021 or newer diesel or alternative fuel bus. New buses
must be equipped with an EPA-certified engine configuration that meets
the latest [EPA emissions
standards](https://www.epa.gov/compliance-and-fuel-economy-data/annual-certification-data-vehicles-engines-and-equipment).
Grants will be awarded on a competitive basis. For more information,
including current funding opportunities and how to apply, see the
Kentucky DAQ [Clean Diesel Grant
Program](https://eec.ky.gov/Environmental-Protection/Air/Pages/Clean-Diesel-Grant-Program.aspx)
website.
",2023-11-01 00:00:00 UTC,,false,18,State Incentives,"",2024-08-05 19:05:04 UTC,,,,"",BIOD|ELEC|EFFEC|HEV|NG|LPG,GNT,"",FLEET|GOV|TRANS,"",enacted,2023-11-01
13100,MA, Public Utility Electric Vehicle (EV) Off-Peak Rebate Proposal Requirements,"By February 11, 2023, public electric utilities must submit proposals to
offer rebates to customers that charge their EVs during off-peak hours
to the Massachusetts Department of Public Utilities (DPU). Proposed
rebate amounts must be based on the following:

-   Avoided energy, capacity, transmission, and distribution costs;
-   Improved grid reliability;
-   Demand-induced price reduction effects; and,
-   Avoided greenhouse gas emissions and public health benefits.

DPU must review and approve rebate proposals by June 30, 2023.

(Reference [House Bill 5060, 2022](https://malegislature.gov/))",2022-08-11 00:00:00 UTC,,false,90,Laws and Regulations,"",2022-11-11 21:20:26 UTC,,2023-10-31 00:00:00 UTC,,"",ELEC|PHEV,"",OTHER,STATION|AFP|GOV,https://malegislature.gov/,archived,2023-10-31
13096,MA,Zero Emission Vehicle (ZEV) Rebate Program Authorization,"The Massachusetts Department of Energy Resources (DOER) must establish a
rebate program for the purchase or lease of ZEVs. Rebates between
\$3,500 and \$5,000 must be available for the purchase or lease of new
or pre-owned light-duty ZEVs. Eligible light-duty ZEVs may not have a
purchase price above \$55,000. DOER must also offer a rebate of at least
\$4,500 for the purchase or lease of medium- or heavy-duty ZEVs or for
the trade-in of a light-duty internal combustion engine vehicle for the
purchase of a light-duty ZEV. DOER must offer low-income residents an
additional rebate of \$1,500. Eligible applicants include residents,
corporate fleets, and tribal entities.

DOER must publish rebate program data annually and assess program
effectiveness in reducing greenhouse gas emissions on a triennial basis.
DOER may promulgate regulations to ensure effective program
implementation. Additional requirements apply.

(Reference [Massachusetts General Laws Chapter 25A, Section 19](https://malegislature.gov/))",2022-08-11 00:00:00 UTC,,false,22,Laws and Regulations,"",2022-11-11 21:04:13 UTC,,2023-10-31 00:00:00 UTC,,"",ELEC|HY,RBATE,OTHER,FLEET|IND|TRIBAL,https://malegislature.gov/|https://malegislature.gov/,archived,2023-10-31
13375,CA,Zero Emission Vehicle (ZEV) Infrastructure Fee Structure Assessment,"By January 1, 2026, California Energy Commission, California Air
Resources Board, and California Department of Motor Vehicles must assess
the economic equity of fee structures for ZEV and propose to the
Legislature alternative fee structures for funding ZEV infrastructure.

(Reference [Assembly Bill 126, 2023](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2023-10-25 00:00:00 UTC,,false,405,Laws and Regulations,"",2023-11-13 05:33:48 UTC,,,,"",ELEC|HY,"",OTHER,STATION,https://leginfo.legislature.ca.gov/faces/home.xhtml,enacted,2023-10-25
13373,CA,Zero Emission School Bus Acquisition Requirements,"Beginning January 1, 2035, school districts may only purchase or lease
zero emission school buses. Exemptions may apply if zero emission school
bus use is not feasible due to terrain or route constraints.

(Reference [Health and Safety Code 44272.6 ](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2023-10-18 00:00:00 UTC,,false,400,Laws and Regulations,"",2023-11-13 05:24:32 UTC,,,,"",ELEC|HY,"",REQ,GOV|TRANS,https://leginfo.legislature.ca.gov/faces/home.xhtml|https://leginfo.legislature.ca.gov/faces/home.xhtml,enacted,2023-10-18
11989,PA,Electric Vehicle (EV) Charging Station and Hydrogen Fuel Cell Infrastructure Grants,"The Pennsylvania Department of Environmental Protection (DEP) offers
competitive grants for the acquisition, installation, operation, and
maintenance of publicly available direct current fast charging (DCFC)
stations and hydrogen fueling infrastructure. Grant reimbursements are
awarded after project completion in the following amounts:

::: {data-align=""center""}
  Project Type                                  Maximum Reimbursement    Maximum per Award
  ------------------------------------------- ------------------------- -------------------
  DCFC Stations                                Up to 60% reimbursement       \$250,000
  DCFC Stations Corridor Expansion Projects    Up to 65% reimbursement       \$250,000
  Hydrogen Fueling - at least 250 kg/day       Up to 33% reimbursement       \$500,000
  Hydrogen Fueling - at least 100 kg/day       Up to 25% reimbursement       \$500,000
:::

Eligible project locations are transportation corridors, destination
locations, and locations that serve as community charging or fueling
hubs. This program is funded by Pennsylvania's portion of the
[Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidelines, eligibility
requirements, application deadlines, and instructions, see the [DEP
Driving Pennsylvania
Forward](http://www.depgis.state.pa.us/DrivingPAForward/) website.
",,,false,8,State Incentives,"",2021-12-13 13:59:29 UTC,,2023-10-13 00:00:00 UTC,,"",ELEC|HY,GNT,"",STATION,"",archived,2023-10-13
13510,CA,Public Utility Electric Vehicle (EV) Charger Reliability Standard,"Electric utilities must ensure that all new EV chargers installed in
their service territory are able to be used without delays due to
utility service failure.

(Reference [California Public Utilities Code 933](http://www.oal.ca.gov/) and [Senate Bill 410, 2023](http://www.oal.ca.gov/))",2023-10-10 00:00:00 UTC,,false,50,Laws and Regulations,"",2024-10-10 18:56:28 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|FLEET,http://www.oal.ca.gov/|http://www.oal.ca.gov/,enacted,2023-10-10
13417,CA,Public Utility Zero Emission Vehicle (ZEV) Acquisition Requirement  ,"Any state regulation that seeks to require or compel the procurement of
medium- and heavy-duty ZEVs must authorize public agency utilities to
purchase ZEV replacements for traditional utility-specialized vehicles
that are at the end-of-life.

(Reference [California Vehicle Code 28500](http://www.oal.ca.gov/))",2023-10-08 00:00:00 UTC,,false,150,Laws and Regulations,"",2024-04-02 21:07:29 UTC,,,,"",ELEC|HY,"",REQ,GOV|OTHER,http://www.oal.ca.gov/|https://leginfo.legislature.ca.gov/faces/home.xhtml,enacted,2023-10-08
13372,CA,Alternative Fuel and Infrastructure Assessment,"Every three years, the California Council on Science and Technology must
assess clean energy projects, including the deployment of, or upgrades
to, alternative fueling infrastructure and low carbon fuels.

(Reference [California Health and Safety Code 38592.1](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2023-10-07 00:00:00 UTC,,false,185,Laws and Regulations,"",2023-11-13 05:22:37 UTC,,,,"",ELEC|HY|OTHER,"",OTHER,OTHER,https://leginfo.legislature.ca.gov/faces/home.xhtml|https://leginfo.legislature.ca.gov/faces/home.xhtml,enacted,2023-10-07
13405,CA,Government Fleet Electric Vehicle Charger Station Grants ,"The California Energy Commission (CEC) Clean Transportation Program
provides grants to light-duty local government and tribal government
fleets for the purchase, installation, and maintenance of Level 2 and
direct current (DC) fast chargers. Applicants may receive up to \$12,500
per Level 2 port and up to \$100,000 per DC fast charging port. Eligible
projects must install a minimum of 100 charging ports. Applicants must
be in California and provide a cost share of at least 30%. For more
information, see the CEC [Charging Infrastructure for Government
Fleets](https://www.energy.ca.gov/solicitations/2023-12/gfo-23-606-charging-infrastructure-government-fleets?utm_medium=email&utm_source=govdelivery%22HYPERLINK%20%22https://www.energy.ca.gov/solicitations/2023-12/gfo-23-606-charging-infrastructure-government-fleets?utm_medium=email&utm_source=govdelivery) website.

(Reference [California Health and Safety Code 44272-44273](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2023-10-07 00:00:00 UTC,,false,50,State Incentives,"",2024-02-20 16:43:45 UTC,,,,"",ELEC|PHEV,GNT,"",STATION|GOV|TRIBAL,https://leginfo.legislature.ca.gov/faces/home.xhtml|https://leginfo.legislature.ca.gov/faces/home.xhtml,enacted,2023-10-07
13509,CA,Medium- and Heavy-Duty (MHD) Zero Emission Vehicle (ZEV) and Fueling Station Financing Program ,"The California Pollution Control Financing Authority (CPCFA) offers
three pilot loan programs to fleets looking to purchase new or pre-owned
MHD ZEVs and associated fueling infrastructure. Additional terms and
conditions apply. For more information, including details about each
pilot program, see the CPCFA [Zero-Emission Heavy-Duty
Programs](https://www.treasurer.ca.gov/cpcfa/calcap/zero-emission/index.asp)
website.

(Reference [California Health and Safety Code 44272](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2023-10-07 00:00:00 UTC,,false,35,State Incentives,"",2024-10-10 16:29:22 UTC,,,,"",ELEC|HY,LOANS,"",FLEET|GOV|OTHER,https://leginfo.legislature.ca.gov/faces/home.xhtml,enacted,2023-10-07
12320,UT,Electric Vehicle (EV) Charging Station Rebate,"The Utah Department of Environmental Quality (DEQ) offers rebates of up
to 50% of the cost to purchase and install Level 2 and direct current
fast charging (DCFC) stations. Utah-based businesses and non-profit
organizations are eligible for a maximum rebate of \$75,000 each.
Government entities are also eligible to apply. For more information,
see the DEQ [Workplace EV Charging Funding Assistance
Program](https://deq.utah.gov/air-quality/workplace-electric-vehicle-charging-funding-assistance-program)
website.
",,,false,10,State Incentives,"",2024-11-20 20:17:42 UTC,,2023-10-05 00:00:00 UTC,,Vehicle Purchase and Infrastructure Development Incentives,ELEC|HEV|PHEV,RBATE,"",STATION|GOV,"",archived,2023-10-05
13377,CT,Electric Vehicle (EV) Charger Accessibility Requirements,"In October 2022, the Connecticut Department of Administrative Services
(DAS) set requirements for accessible EV chargers by adopting the [2021
International Building Code](https://www.iccsafe.org/) by the
[International Council Code (ICC)](https://codes.iccsafe.org/), 2017 ICC
A117.1, and [American National Standards Institute (ANSI) Section
502.11](https://www.ansi.org/).

Accessible EV chargers must have an accessible route from the aisle
adjacent to the parking space to the clear floor space. The accessible
route must be unobstructed from bollards, curbs, or wheels stops, and
remain unobstructed during charging. Meters and pay stations associated
with EV chargers must have displays and information visible from a point
located no more than 40 inches above the center of the clear space in
front of the parking meter or parking pay station.

For more information, see the DAS [Building and Fire Code Adoption
Process](https://portal.ct.gov/DAS/Office-of-State-Building-Inspector/Building-and-Fire-Code-Adoption-Process)
website.

(Reference [Connecticut State Building Code, Section 502.10.2 through 502.11.3](https://portal.ct.gov/DAS/Office-of-State-Building-Inspector/Connecticut-State-Building-Code/Regulations))",2023-10-01 00:00:00 UTC,,false,145,Laws and Regulations,"",2023-11-29 17:14:00 UTC,,,,"",ELEC|PHEV,"",BUILD,STATION|FLEET|MUD|OTHER,https://portal.ct.gov/DAS/Office-of-State-Building-Inspector/Connecticut-State-Building-Code/Regulations,enacted,2023-10-01
13242,MD,Multi-Family Housing (MFH) Electric Vehicle (EV) Charger Deployment Support,"The Maryland Energy Administration must study issues related to the
installation of EV parking spaces at MFH and submit a report of findings
to the Governor and the General Assembly by December 1, 2023.

(Reference [Maryland Public Safety Statutes 12-205](https://mgaleg.maryland.gov/mgawebsite/))",2023-10-01 00:00:00 UTC,,false,135,Laws and Regulations,"",2023-05-26 16:30:17 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV|MUD,https://mgaleg.maryland.gov/mgawebsite/|https://mgaleg.maryland.gov/mgawebsite/,enacted,2023-10-01
13384,NM,State Agency Low- and Zero-Emission Vehicle Acquisition Requirements,"When acquiring new vehicles, all state agencies must purchase
all-electric vehicles (EVs), plug-in hybrid electric vehicles (PHEVs),
or fuel cell electric vehicles (FCEVs) when one or more models are
available for purchase. By 2035, 100% of vehicles in the state fleet
must be EVs, PHEVs, or FCEVs. The New Mexico General Services Department
and New Mexico Department of Transportation must create fleet purchasing
requirements that support these acquisition requirements. State agencies
must propose annual vehicle and charging station acquisition and
deployment targets to meet the 2035 fleet transition goal.

(Reference [Executive Order 2023-138, 2023](https://www.governor.state.nm.us/))",2023-10-01 00:00:00 UTC,,false,60,Laws and Regulations,"",2023-12-07 00:54:52 UTC,,,,"",ELEC|HY|PHEV,"",REQ,GOV,https://www.governor.state.nm.us/,enacted,2023-10-01
11990,PA,Electric Vehicle (EV) Charging Station Rebate,"The Pennsylvania Department of Environmental Protection (DEP) offers
rebates for the acquisition, installation, operation, and maintenance of
Level 2 EV charging stations. Eligible projects must be on publicly
accessible government-owned or non-government-owned property, at
workplaces, or at multi-unit dwellings that are not publicly accessible.
Rebates are awarded in the following amounts:

::: {data-align=""center""}
  Project Type                                               Maximum Reimbursement
  ------------------------------------------ ------------------------------------------------------
  Public Access, Government Owned Property    \$4,000 per port or up to 70% of total project costs
  Public Access, Non-Government Property      \$3,500 per port or up to 60% of total project costs
  Multi-Unit Dwelling                         \$3,000 per port or up to 50% of total project costs
  Other Eligible Projects                     \$2,500 per port or up to 40% of total project costs
:::

DEP must approve all project applications and processes rebates on a
first-come, first-served basis, until funds are exhausted. This program
is funded by Pennsylvania's portion of the [Volkswagen Environmental
Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidelines, eligibility
requirements, and instructions, see the DEP [Driving Pennsylvania
Forward](http://www.depgis.state.pa.us/DrivingPAForward/) website.
",,,false,10,State Incentives,"",2018-10-22 17:20:15 UTC,,2023-09-22 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",STATION,"",archived,2023-09-22
13292,TX,Electric Vehicle Emissions Inspection Exemption ,"Beginning September 1, 2023, vehicles powered exclusively by electricity
are exempt from state motor vehicle emissions inspections.

(Reference [Texas Statutes, Transportation Code 621.101](http://www.statutes.legis.state.tx.us/))",2023-09-01 00:00:00 UTC,,false,70,State Incentives,"",2023-08-04 17:20:20 UTC,,,,"",ELEC,EXEM,"",FLEET|GOV|OTHER|IND,http://www.statutes.legis.state.tx.us/|https://capitol.texas.gov/billlookup/BillNumber.aspx,enacted,2023-09-01
13293,TX,Public Utility Electric Vehicle (EV) Charger Policy Design Requirements ,"Public electric utilities must develop and implement competitively
neutral electricity policies and tariffs to encourage competitive
private sector investment in the deployment of public EV chargers.
Entities that are not electric utilities may enter into an agreement
with a utility to own or operate EV chargers.

The Public Utility Commission of Texas may not authorize electric
utilities to recover costs for the installation, equipment, operation,
and maintenance of EV chargers.

(Reference [Texas Statutes, Utilities Code 42.0104](http://www.statutes.legis.state.tx.us/))",2023-09-01 00:00:00 UTC,,false,97,Laws and Regulations,"",2023-08-04 17:38:44 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|AFP|OTHER,http://www.statutes.legis.state.tx.us/|https://capitol.texas.gov/billlookup/BillNumber.aspx,enacted,2023-09-01
12300,OR,Zero Emission Vehicle (ZEV) Deployment,"The Oregon Department of Energy (ODOE) will monitor state ZEV adoption
goal progress for registered vehicles, new vehicle purchases, and the
state fleet. The state established the following goals for vehicle
registrations:

-   By 2020, 50,000 vehicles will be ZEV;
-   By 2025, 250,000 vehicles will be ZEV; and
-   By 2030, 25% of vehicles will be ZEV.

In addition, the state established the following goals for new vehicle
purchases:

-   By 2030, 50% of all new vehicle purchases will be ZEV; and
-   By 2035, 90% of all new vehicle purchases will be ZEV.

By 2029, all state fleet vehicles should be ZEVs. ODOE must submit a
[biennial
report](https://www.oregon.gov/energy/energy-oregon/Pages/BIZEV.aspx) by
September 15 on the status of ZEV adoption. If ZEV adoption goals are
not met, ODOE report must include strategies for increased adoption
rates.

(Reference [Oregon Revised Statutes](https://www.oregonlegislature.gov/)
283.327 and 283.398)
",2020-01-01 00:00:00 UTC,,false,42,Laws and Regulations,"",2019-10-24 21:08:39 UTC,,2023-08-25 00:00:00 UTC,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,https://olis.oregonlegislature.gov/liz/2019R1/Measures/Overview/SB1044,archived,2023-08-25
13350,NH,Electric Vehicle (EV) Charging Program Development Authorization ,"The New Hampshire Public Utilities Commission and the New Hampshire
Department of Energy may establish requirements, standards, and rate
mechanisms for net metering, advanced metering, time-based electricity
rates, demand response practices, and EV charging programs. Additional
requirements apply.

(Reference [New Hampshire Revised Statutes 374-F:2-374-G:7](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html))",,2023-08-08 00:00:00 UTC,false,71,Laws and Regulations,"",2023-10-10 13:59:01 UTC,,,,"",ELEC,"",OTHER,GOV,http://www.gencourt.state.nh.us/rsa/html/indexes/default.html|https://www.gencourt.state.nh.us/,amended,2023-08-08
6226,IA,Alternative Fuel Production Tax Credits,"The High Quality Jobs Program offers state tax incentives to business
projects for the production of biomass or alternative fuels. Incentives
may include an investment tax credit equal to a percentage of the
qualifying investment, amortized over five years; a refund of state
sales, service, or use taxes paid to contractors or subcontractors
during construction; an increase of the state's refundable research
activities credit; and a local property tax exemption of up to 100% of
the value added to the property. For more information, refer to the
[High Quality Jobs
Program](https://www.iowaeda.com/grow/high-quality-jobs/) website.
(Reference [Iowa Code](https://www.legis.iowa.gov/index.aspx) 15.335 and
422.10)
",,2014-05-01 00:00:00 UTC,false,11,State Incentives,"",2023-08-08 02:11:32 UTC,,2023-08-07 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",AFP,"",archived,2023-08-07
12039,NH,Public Utility Electric Vehicle (EV) Time-Of-Use (TOU) Rate Requirements,"Public utilities must consider whether to implement EV TOU rates for
residential and commercial customers. In their determination, they must
consider whether implementing these rates would encourage energy
conservation, optimal use of facilities and resources by an electric
company, and equitable rates for customers. In April 2022, the State of
New Hampshire Public Utilities Commission published the approved [TOU
rates](https://www.puc.nh.gov/regulatory/Docketbk/2020/20-170/ORDERS/20-170_2022-04-07_ORDER-26604.PDF)
for EV charging stations.

(Reference [New Hampshire Revise Statutes 236:133](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html))",2018-08-11 00:00:00 UTC,,false,15,Laws and Regulations,"",2018-09-07 13:51:32 UTC,,,2023-08-06 00:00:00 UTC,"",ELEC|PHEV,"",OTHER,STATION|OTHER,http://www.gencourt.state.nh.us/rsa/html/indexes/default.html,repealed,2023-08-06
13371,NC,Advanced Technology Vehicle Purchase Policy for Dealerships,"Vehicle manufacturers may not prevent rural and other franchised dealers
from obtaining, selling, or leasing electric, hydrogen, or automated
vehicles.

(Reference [North Carolina General Statues 20-305](https://www.ncleg.gov/Laws/GeneralStatutes) and [Senate Bill 356, 2023](https://www.ncleg.gov/))",2023-08-04 00:00:00 UTC,,false,125,Laws and Regulations,"",2023-11-08 14:54:07 UTC,,,,"",AUTONOMOUS|ELEC|HY|PHEV,"",OTHER,OTHER,https://www.ncleg.gov/Laws/GeneralStatutes|https://www.ncleg.gov/,enacted,2023-08-04
13322,DE,Electric School Bus Acquisition Requirement,"Beginning July 1, 2025, the Delaware Department of Education (DOE) must
purchase an increasing share of electric school buses with annual school
bus acquisitions. Electric school bus acquisitions must increase
according to the following schedule:

::: {data-align=""center""}
Fiscal Year (FY)
:::

Percentage of school bus purchases that must be electric

FY 2025

5%

FY 2026

10%

FY 2027

15%

FY 2028

20%

FY 2029

25%

FY 2030

30%

DOE must report on these targets annually to the Clerk of the House of
Representatives, the Secretary of the Senate, the Director of the
Division of Research, and the Public Archives. By January 31, 2030, DOE
must submit a report detailing recommendations for future changes in the
percentage targets for electric school bus purchases.

(Reference [House Bill 10, 2023](https://legis.delaware.gov/BillDetail?LegislationId=130292) and [Delaware Revised Statutes 29-80.63](https://delcode.delaware.gov/))",2023-08-03 00:00:00 UTC,,false,40,Laws and Regulations,"",2023-09-07 17:20:39 UTC,,,,"",ELEC,"",REQ,GOV,https://legis.delaware.gov/BillDetail?LegislationId=130292|https://delcode.delaware.gov/,enacted,2023-08-03
